author,text,likes,time,replies
@ShravankumarKarike,there is always a smart asian even if you are asian,0,2024-11-07 23:18:53,0
@PavelRepin-qd1cc,"I thought that last question would be ""Should this code support multithreading?"" but then I realised it's intern interview",0,2024-11-07 23:18:53,0
@chrisii3,this guy is the goat,0,2024-11-07 23:18:53,0
@rodrigosimoes185,you jumped MeetCode,0,2024-11-07 23:18:54,0
@uncle_bob6698,What is this middle school theatrics?,0,2024-11-07 23:18:54,0
@JAIMEAYMERICHFANS,"I don't like the kids attitude, he sounds to cocky",0,2024-11-07 23:18:54,0
@ashwinnema06,@Neetcode Why don't you show your face?,0,2024-11-07 23:18:54,0
@choubro2,bro sounds so sarcastic lol,1,2024-11-07 23:18:54,0
@АлекСневар,"“Stupid to write code in google doc”, “I have an OCD” - that’s it, not hired, despite the fact how brilliant you solve the peoblem",1,2024-11-07 23:18:54,0
@dampdigits,This guy is hilarious,0,2024-11-07 23:18:54,0
@TheAudaciousNomad,I have OCD and it's pissing me off,0,2024-11-07 23:18:54,0
@mummafier,Dude is hilarious,0,2024-11-07 23:18:54,0
@javaspringdev,Can anyone tell Java random method?,0,2024-11-07 23:18:54,0
@user-shruti-raj,Someone tell him that his camera is on  7:53,0,2024-11-07 23:18:54,0
@nathangwyn6098,"He comes off a littttle arrogant but I would of started with a hash map myself 

***finished the video.

My thoughts are you know your shit better than the average dev, but try to come off less arrogant.. like you were talking down to your interviewee... that's a no no. They are testing your problem solving skills most of all BUTTTT your personality can overshadow all that.",0,2024-11-07 23:18:54,0
@miscreatedmonster2.022,Why this kid trolling so hard lol,0,2024-11-07 23:18:54,0
@LuisMorales-yx8di,"this is bloomberg tag question, like bro . if he's serious into bloomberg he already knows the answer. you were too easy on him neetcode",1,2024-11-07 23:18:54,0
@vininho,"Well, I'm a L5 in a big tech (saying it just cause I know a lot of ppl here would try to discredit me, been a L5 in a big tech doesnt say much either way), and I will just comment what I think about this mock interview, I will watch and pause the write this.

 - says EXACTLY whats written... but thats ok, time to think in the problem. Hope its not just a script about interviews.
 - Good question
 - Great question
-- where are the other questions about the problem? So much things that he could have asked and that he wont know what to do when coding... as to what if getRandom is called with no inserts? 
 - WHAT? If you dont know why, you should not assume it is stupid... And saying that is VERY RUDE
 - The interviwer didnt even respond to that cause for real... that would be already enough for me to consider his attitude VERY negative. Even though it probably is very unconfortable for him, he should not blame the interviwer, he should just explain and try to find a better way together.
 - The right complexity, but a wrong think process, he was thinking that random.choice was O(n), and its explained right after when he is explained that its O(n) cause of the list transformation
 - What is he doing? hahahahahaha, Funny as f***. Such a contortionism to do something so simple. If the value is gonna be removed, why is he changing it to the last position hahahahaha, its gonna be removed, so it does not matter whats in the last position. But that is fine, I would not remove any points for that, but I would tell him to make that less confuse.
 - CREEPPYYYYY (nothing to remove points of course)
 - Please dont say that kind of thing, you don't know who's on the other side. He was rude about google docs and having OCD, wich is a real problem and that could be addressed during the interview normally. And now just swears like that... it could be a problem for the interviewer too and he didnt care, very impolite. 
 - Okay... he is not taking it seriouslly.
 - Thats the question... you can see now that the interviewer was very unconfortable with the way he was talking, and continued to be VERY POLITE. Congrats to the interviwer.


Well, the interviwer was amazing in handling the interview and giving his feedback. Even when saying about the bad points he was very polite.  I REALLY DONT THINK HE WOULD GIVE A HIRE TO HIM HAHAHAHAHAHA, and ROASTED him right after cause of his bad attitude.

Hard skills - Average (the question was very EASY, and the answer was a good one, after the allowing repeated numbers it was really a bad approach but the interviwer didnt want to complicate things for him)",2,2024-11-07 23:18:54,0
@petervyx95,This quite easy but this Korean need too much time to solve it,0,2024-11-07 23:18:54,0
@economicblast,bro said segregate,0,2024-11-07 23:18:54,0
@sadiqabubakar7185,Just use a hash set goddamn it,1,2024-11-07 23:18:54,0
@crimmerz2000,Idk y this guy is funny to me,0,2024-11-07 23:18:54,0
@millionare5446,why couldnt he use randint() to get a random index from the set of values using the length of it?,1,2024-11-07 23:18:54,0
@jayleejw1801,This is a pretty easy question lol,1,2024-11-07 23:18:54,0
@MinhPham-eh6lr,Fryingpan is so funny ngl,0,2024-11-07 23:18:54,0
@SturdyNoodle,this guy is hilarious,0,2024-11-07 23:18:54,0
@htproduction9923,"If value in self.map: 
(This is not constant time right) it’s o(n)",0,2024-11-07 23:18:54,0
@Djamieson713,he's already practiced this stupid question,0,2024-11-07 23:18:54,0
@sunnyboi1221,Haha now we know why this guy is a YouTuber and will eventually quit his job to become a full time YouTuber.,0,2024-11-07 23:18:54,0
@varuncanhandle,Finally found it. just here to make sense of why this was removed,0,2024-11-07 23:18:54,0
@DeGoya,face reveal please,0,2024-11-07 23:18:54,0
@aniketraj_0520,What about the body movements and reactions like clapping and screaming ohhhh... are those good in actual interview??,1,2024-11-07 23:18:54,0
@TheNitroPython,This guy gets a little sassy lol,1,2024-11-07 23:18:55,0
,W,0,2024-11-07 23:18:55,0
@kevintran7340,"hehe from the first 5 minutes, if you're kind of a dick to the interviewer, you're not gonna get the job",0,2024-11-07 23:18:55,0
@surajkumardwivedi7139,"2 hashmaps would have solved this beautifully, no need for array",0,2024-11-07 23:18:55,0
@EmbddedJiuSage,42:15 is the best moment,0,2024-11-07 23:18:55,0
@arod209,"@NeetCode
At the lightbulb moment timestamp, I'm not sure why you'd have to move the value to the end of the array to keep the constant time removal. If you were keeping a hashmap where the key is the integer and the value is the index then why couldn't you just use array.pop() and give it a specified index? Wouldn't that be O(1) since you're specifying an index or is that not truly O(1) in the internals of an array?",1,2024-11-07 23:18:55,0
@RentChizuruMizuhara,My immediate thought after reading the problem was to use a red black tree that doesn't allow duplicate insertions. Since the upper bound on insertions and deletions is O(logn). with a regular BST we would have to worry about balancing it.,0,2024-11-07 23:18:55,0
@ricky1wdv1,Def  not getting hired with that attitude.,4,2024-11-07 23:18:55,0
@aayushacharya935,33:19 bro lagged in O(n),0,2024-11-07 23:18:55,0
@paradox7806,"This guy is so full of himself, it’s disgusting.",0,2024-11-07 23:18:55,0
@justinmoore2034,42:26 lmaoooooooo,0,2024-11-07 23:18:55,0
@parsashiri1743,Bro I’m 15 and a finished the code for your question the moment the dude finished asking his questions,0,2024-11-07 23:18:55,0
@vaizex_osu,big fan,0,2024-11-07 23:18:55,0
@kevintran6102,this guy is hilarious :)),0,2024-11-07 23:18:55,0
@tylerd5924,Why is bro trynna rizz up,0,2024-11-07 23:18:55,0
@IamAWESOME3980,why the fck is google interview done on a google doc?,0,2024-11-07 23:18:55,0
@gopikrishna679,Let me just think about this for 5 seconds. Who tells that . Wtf,0,2024-11-07 23:18:55,0
@goshochernii,If this guy continues with this attitude he gonna get beaten somewhere from someone which isnt as nice as neetcode,0,2024-11-07 23:18:55,0
@sig7813,"All seem ok, but his behavior and swearing is a big solid NO in my opinion. Especially not understanding what was wrong with the talking. With better self-control he could do much much better.",2,2024-11-07 23:18:55,0
@patientson,"0, 1, many - edge cases",0,2024-11-07 23:18:55,0
@madhav3444,This is gonna fun; for one of us,0,2024-11-07 23:18:55,0
@AniketSomwanshi-ll7mz,W collab,0,2024-11-07 23:18:55,0
@rajchinagundi7498,"Shouldn't this be easy af ""
import random as rand

class ds:
    def __init__(self):
        self.d=set()

    def insert(self,x):
        self.d.add(x)

    def remove(self,x):
        if x in self.d:
            self.d.remove(x)
        else:
            print(""no such value prsent"")

    def getRandom(self):
        dl=list(self.d)
        if dl:
            print(dl[rand.randint(0,len(dl)-1)])
        else:
            print(""set empty"")

d=ds()
d.insert(5)
d.insert(6)
d.insert(12)
d.remove(5)
d.getRandom()"" I mean this is a piece of cake for indians",1,2024-11-07 23:18:55,0
@Yanaaaaaaaaaaaaaaaaaaaa,Frying pan is tooo funnyyy,0,2024-11-07 23:18:55,0
@ZiaBakhteyari,Nice,0,2024-11-07 23:18:55,0
@shaktiprasannapani9941,That is so easy bro,0,2024-11-07 23:18:55,0
@CarsMeetsBikes,That dude’s prob not getting a return offer,1,2024-11-07 23:18:55,0
@slayerzerg,iter(set).next(),0,2024-11-07 23:18:55,0
@timjangenfeldt2806,"My initial thought was to use a hash set and for the select random I would use the pop function together with inserting the element that was popped before returning it (as both pop and insert are constant). I understand that the follow-up would ruin my approach, but would this work for the first part?",1,2024-11-07 23:18:55,0
@premsingh6967,,0,2024-11-07 23:18:55,0
@kushangowda,Candidate makes annoying sounds,0,2024-11-07 23:18:56,0
@tcoa04dineshkumar8,EASY QUESTION,0,2024-11-07 23:18:56,0
@reportpoison.shark.1326,Please put the questions in description or reply my comment...45 mim video is too long.,0,2024-11-07 23:18:56,0
@daxtermaster6793,17:52 Can I do it in a real interview? Haha,0,2024-11-07 23:18:56,0
,"Great video, but he's annoying. Thanks.",0,2024-11-07 23:18:56,0
@phoneix24886,Why does he talk like that? Its so annoying.,0,2024-11-07 23:18:56,0
@amynguy,how the fuck this guy got at meta,0,2024-11-07 23:18:56,0
@athulkz,okeh,0,2024-11-07 23:18:56,0
@MohammadhosseinMalekpour,Cool,0,2024-11-07 23:18:56,0
@nacereddinebenmerah3538,33:19,0,2024-11-07 23:18:56,0
@XYZ-nz5gm,Is this really meta standard now? It’s a quite easy question and he seems to struggle a lot,3,2024-11-07 23:18:56,0
@Dunkirk_3,"ngl, he is  so annoying. His expressions and communication is very creepy.",1,2024-11-07 23:18:56,0
@maybenew7293,"I mean... the guy insulting the system that the interviewer is using... really?  
using phrases like ""this is really pissing me off?"" lol",0,2024-11-07 23:18:56,0
@jinxscript,PAN,0,2024-11-07 23:18:56,0
@jeff4615,Why you speak so slow ?,0,2024-11-07 23:18:56,0
@driziiD,just solved it hehe,0,2024-11-07 23:18:56,0
@kalahari8295,️,0,2024-11-07 23:18:56,0
@jimmyzxq,lmao,0,2024-11-07 23:18:56,0
@pardheevsai7738,Can you please give me your courses freely I will pay you after my job,0,2024-11-07 23:18:56,0
@sumitsharma6738,thats coin change xdddd,0,2024-11-07 23:18:56,0
@hamammsoleman9099,NeekCode,0,2024-11-07 23:18:56,0
@shrey245,32:25,0,2024-11-07 23:18:56,0
@cliff_leaf5661,17:17  hahahahahahaha,0,2024-11-07 23:18:56,0
@guesswhomofo,33:18 same,0,2024-11-07 23:18:56,0
@mobileapps5364,,0,2024-11-07 23:18:56,0
@aidanthompson5053,14:47,0,2024-11-07 23:18:56,0
@Akhillbj,Is this a linkedlist prob? Lol,0,2024-11-07 23:18:56,0
@adoniashaile9309,cool,0,2024-11-07 23:18:56,0
@arunnawani4231,"So apparently i can scream 'fuck no' on interviewer's face. Jokes apart, I believe you gotta be a bit more low toned and keep the language more formal. Also, I think there could be a cleaner solution to this. Using one liner swap we have in python and using pop(index). Would have saved a lot more time i guess",1,2024-11-07 23:18:56,0
@Joel-ct1iz,Too much attitude get sucks,0,2024-11-07 23:18:56,0
@evobenim,Terrible attitude.,1,2024-11-07 23:18:57,0
@somakkamos,May i just say the meta intern seemed a bit self righteous...  if i tried that at interviews i wud be rejected on the spot..atleast in india,2,2024-11-07 23:18:57,0
@misterl8129,he talk funnyhahha,0,2024-11-07 23:18:57,0
@UnclaimedClock,"Who the fuck is this guy, who does he think he is?",0,2024-11-07 23:18:57,0
@janardannn,leetcode 380,0,2024-11-07 23:18:57,0
@MarcoAurelio-zu7sd,"No company would hire this kid if he behaves like this during an interview, regardless of how well he does in the technical portions. ""This is stupid"". ""I can't ignore the capitalization"" ""It's affecting my OCD"".",0,2024-11-07 23:18:57,0
@nathanyao3525,never gonna get a job at google,0,2024-11-07 23:18:57,0
@sunjeevsolomon9973,Leet code neet code lol,0,2024-11-07 23:18:57,0
@HeshamEldawy-ng9hf,Idk he is so cringe tbh or maybe I used to deal with normal pple lol,0,2024-11-07 23:18:57,0
@qemmm11,,0,2024-11-07 23:18:57,0
@Peter-wm7fj,"The interviewee is kinda overreacting with exaggerated facial expressions, seems like he's a little bit of nervous.",1,2024-11-07 23:18:57,0
@radhikadube7360,this website free,0,2024-11-07 23:18:57,0
@therahul5304,Opopp,0,2024-11-07 23:18:57,0
@yizzy3782,"29:55, cant we just switch the key and value in the hash map? and then restruct our random to .values ?",0,2024-11-07 23:18:57,0
@abcreation8371,1st comment,0,2024-11-07 23:18:57,0
@NeetCode,"🚀 https://neetcode.io/ - Get lifetime access to all current & future courses I create!

Btw this is the question I asked: https://leetcode.com/problems/insert-delete-getrandom-o1/

We actually solved it on the channel here: https://youtu.be/j4KwhBziOpg",117,2022-11-15T15:16:11Z,7
@krovvidisupraja6822,Thanks so much @NeetCode for doing this. I think this video is pretty realistic (except for the way @FryingPan talks 😂) compared to the other mock interview videos online! Helped me relate a lot being an interviewee. Looking forward to more such videos!! Keep inspiring with your good work 😃,102,2022-11-18T03:21:26Z,2
@Suraj-tz3oq,"""i have ocd and this is pissing me off""
My interviewer: get tf out then 😊",73,2023-12-31T16:51:44Z,0
@rajingale5776,"The collab we waiting for..🔥
The only 2 coding channels i subscribed and getting that collab is awesome..",66,2022-11-15T15:27:39Z,0
@SanjanaSingh-mc6re,Can we get more interviews like this one? It was really helpful. Thanks!! 🙂,32,2022-11-15T17:47:55Z,1
@LeSpaceCroissant,"My man was coding in Python and searched how to get the first element of a set in Java. Genius. And he said it so confidently too: ""I got it sir! I got it!"" 39:25 😂 
It's ""next(iter(mySet))"" by the way. 
And thank you for the video, it was really nice!",7,2024-05-21T20:33:23Z,0
@axaxaxaxaxaxax33,"the collab i didnt know i need 😂 frying pan is too funny lol. Great hint from Neetcode too, just enough to nudge him into revelation",31,2022-11-15T16:53:38Z,0
@YSTYG,I thought we were about to get a face reveal 😂,164,2022-11-15T15:21:10Z,7
@varshasingh1299,Big fan of neetcode ❤️ just want to thank for all the amazing content you post in your channel... Thank you 🙏 love from India,10,2022-11-15T16:05:24Z,0
@5pellcast3r,The collab I didn't know I needed ..... 🙃,5,2022-11-15T16:10:38Z,0
@MightyElemental,"got my first interview on wednesday and this video equally relaxes and terrifies me 😅
Trouble is I cannot think aloud. I can think, then explain, but that takes more time. Hopefully not an issue, but we shall see 🤞",0,2024-04-29T16:49:09Z,0
@grandpy7924,"import random

class data_set(list):

    def append(self, __object):
        if __object in self:
            return
        return super().append(__object)

    def remove(self, __object):
        if __object not in self:
            return
        return super().remove(__object)

    def getRandom(self):
        return random.choice(self)",0,2023-12-28T03:05:56Z,0
@yulius5916,"39:37 “bet you didn’t know that!”
LMAO 😂",3,2022-11-15T19:26:24Z,0
@saurabhgambhire-v4o,"Funniest, energetic interview I have ever seen , I want confidence like this😅🤣",2,2023-11-04T05:51:21Z,0
@protodimbo,"42:27 i'm dead 🤣 Neetcode, thanks for the video, i want to be smart like you",3,2022-11-16T07:30:43Z,0
@govindbanura3327,"I feel that moment when you said ""do you really talk like this in real interviews"" and he replied ""what's wrong with how I talk""

Your reaction was ""nothing"" 🤣🤣 I felt that man 🤣🤣",26,2022-11-16T03:44:04Z,2
@kiki-potato,disqualified for cheating 😂love how calm NeetCode is,1,2024-10-07T14:24:19Z,0
